"","nm","meaning","min","Q1","median","mean","Q3","max","NAs","variance","range","Prop_NAs"
"2388","scid11f","11f. Other Abuse Present Ever in Past 5 Years",0,0,0,0.01918,0,1,0,0.0188231759414874,1,0
"2389","scid12","12. Drug Abuse Present During Past Month",0,0,0,0.07808,0,1,0,0.0720347019444731,1,0
"2390","scid12a","12a. Marijuana Abuse Present During Past Month",0,0,0,0.05274,0,1,0,0.0499924887566075,1,0
"2391","scid12b","12b. Cocaine Abuse Present During Past Month",0,0,0,0.02877,0,1,0,0.0279587257175585,1,0
"2392","scid12c","12c. Opiates Abuse Present During Past Month",0,0,0,0.00137,0,1,0,0.00136892410827457,1,0
"2393","scid12d","12d. PCP Abuse Present During Past Month",0,0,0,0,0,0,0,0,0,0
"2394","scid12e","12e. Amphetamines Abuse Present During Past Month",0,0,0,0.007534,0,1,0,0.00748260677701935,1,0
"2395","scid12f","12f. Other Abuse Present During Past Month",0,0,0,0.00274,0,1,0,0.00273409259485292,1,0
"2396","scid13","13. OCD Present Ever in Past 5 Years",0,0,0,0.05,0,1,0,0.0475325565455792,1,0
"2397","scid14","14. OCD Present During Past Month",0,0,0,0.04452,0,1,0,0.0425676246631677,1,0
"2398","scid15","15. Other Anxiety Disorder Present Ever in Past 5 Years",0,0,0,0.1363,0,1,0,0.117803994103674,1,0
"2399","scid15a","PTSD Present Ever in Past 5 Years",0,0,0,0.05479,0,1,0,0.0518275794079262,1,0
"2400","scid15b","Panic disorder Present Ever in Past 5 Years",0,0,0,0.05479,0,1,0,0.0518275794079262,1,0
"2401","scid15c","Agoraphobic w/o a history of panic disorder Present Ever in Past 5 Years",0,0,0,0.0137,0,1,0,0.0135202381064155,1,0
"2402","scid15d","Social phobia Present Ever in Past 5 Years",0,0,0,0.04178,0,1,0,0.0400626249917846,1,0
"2403","scid15e","Specific phobia Present Ever in Past 5 Years",0,0,0,0.02877,0,1,0,0.0279587257175585,1,0
"2404","scid16","16. Other Anxiety Disorder Present During Past Month",0,0,0,0.1164,0,1,0,0.10295097974781,1,0
"2405","scid16a","PTSD Present During Past Month",0,0,0,0.04384,0,1,0,0.041942783103458,1,0
"2406","scid16b","Panic disorder Present During Past Month",0,0,0,0.04452,0,1,0,0.0425676246631677,1,0
"2407","scid16c","Agoraphobic w/o a history of panic disorder Present During Past Month",0,0,0,0.01164,0,1,0,0.0115161444787667,1,0
"2408","scid16d","Social phobia Present During Past Month",0,0,0,0.03562,0,1,0,0.0343714497638653,1,0
"2409","scid16e","Specific phobia Present During Past Month",0,0,0,0.02603,0,1,0,0.0253673467471622,1,0
"2410","scid17","17. Have you ever been treated by a health care provider for any behavioral or emotional problem?",0,1,1,0.9801,1,1,1,0.0194949093230514,1,0.1
"2411","scid17a","Age 1st treated for emo/behavioral",0,18,22,23.48,29,60,31,88.6865999023822,60,2.1
"2412","scid18","18. Have you ever been prescribed an antipsychotic medication?",0,1,1,0.987,1,1,1,0.0128618451670771,1,0.1
"2413","scid18a","Age at 1st antipsychotic prescription",0,20,24,26.02,30,62,61,76.5638208775735,62,4.2
"2414","scid19","Number previous hospitalizations lifetime",0,1,4,2.775,4,4,3,2.06741799723955,4,0.2
"2415","scid20","Number previous hospitalizations past year",0,0,0,0.6781,1,4,3,1.04260410145791,4,0.2
"2416","scid21","21. Have you ever been treated as an outpatient or hospitalized for drugs or alcohol problems",0,0,0,0.2545,1,1,2,0.189839411082961,1,0.1
"2417","scid21a","21a. How old were you when you were first treated? (years)",0,0,0,6.918,0,59,11,164.956648517362,59,0.8
"2418","scid22","22.Has anyone in your family ever had a mental illness or spent time in a mental hospital?",0,0,0,0.4499,1,1,4,0.247656338506854,1,0.3
"2419","scid22a","22a. How is that person related to you? Parent",0,0,0,0.1836,0,1,0,0.149969485573718,1,0
"2420","scid22b","22b. How is that person related to you? Sibling",0,0,0,0.161,0,1,0,0.135143699475152,1,0
"2421","scid22c","22c. How is that person related to you? Son/daughter",0,0,0,0.02123,0,1,0,0.0207962856901424,1,0
"2422","scid22d","22d. How is that person related to you? Other",0,0,0,0.174,0,1,0,0.143804632559362,1,0
"2423","scid23","""23. Did you play hooky (skip school) a lot from school (e.g., at least twice in one year) before age 15?""",0,0,0,0.3324,1,1,1,0.222068970704515,1,0.1
"2424","scid24","24. Did you run away from home overnight more than once before age 15?",0,0,0,0.1638,0,1,1,0.137070789978667,1,0.1
"2425","scid25","25. Did you ever deliberately destroy someone else¿s property before age 15?",0,0,0,0.1764,0,1,3,0.145376243523121,1,0.2
"2426","scid26","26. Did you often start physical fights before age 15?",0,0,0,0.2118,0,1,1,0.167048855267574,1,0.1
"2427","scid27","""27. Before the age of 15, were you ever arrested as a juvenile or sent to juvenile court?""",0,0,0,0.1364,0,1,1,0.117872041564068,1,0.1
"2428","scid28","""28. Before the age of 15, were you expelled or suspended from school?""",0,0,0,0.2371,0,1,1,0.18103329130669,1,0.1
"2429","scid29","""29. Before the age of 15, were you ever hit so badly that you had an injury and should have seen (or did see) a doctor?""",0,0,0,0.1989,0,1,2,0.159449721461974,1,0.1
"2430","scid30","""30. Before the age of 15, were you ever sexually molested or assaulted?""",0,0,0,0.204,0,1,4,0.162485838903365,1,0.3
"2432","scrn07","7. Has patient been hospitalized",0,0,0,0.2753,1,1,0,0.199665749669036,1,0
"2433","scrn08","8. Indicate primary clinical diagnosis",1,1,1,1.14,1,7,0,0.355185574657065,6,0
"2434","scrn09a","9a. Alcohol Dependence",0,0,0,0.09315,0,1,0,0.0845315331386669,1,0
"2435","scrn09b","Alcohol abuse",0,0,0,0.09589,0,1,0,0.0867548611828331,1,0
"2436","scrn09c","Drug dependence",0,0,0,0.09178,0,1,0,0.0834142356840396,1,0
"2437","scrn09d","Drug abuse",0,0,0,0.1301,0,1,0,0.113278939412433,1,0
"2438","scrn09e","Obsessive compulsive disorder",0,0,0,0.04041,0,1,0,0.0388044917235487,1,0
"2439","scrn09f","Other anxiety disorder",0,0,0,0.08219,0,1,0,0.0754879960941534,1,0
"2440","scrn09g","Major depression",0,0,0,0.1507,0,1,0,0.128066699841325,1,0
"2441","scrn09h","Antisocial personality disorder",0,0,0,0.01164,0,1,0,0.0115161444787667,1,0
"2442","scrn09i","Other personality disorder",0,0,0,0.0137,0,1,0,0.0135202381064155,1,0
"2443","scrn09j","Other",0,0,0,0.03836,0,1,0,0.0369102500305144,1,0
"2444","scrn09k","No Comorbid Conditions",0,0,1,0.5548,1,1,0,0.247166852882909,1,0
"2445","scrn10","10. Does the patient have tardive dyskinesia",0,0,0,0.1582,0,1,0,0.133277155492127,1,0
"2446","scrn11","11. Is this a monolinngval Spanish speaking patient?",0,0,0,0.01235,0,1,3,0.0122099074569905,1,0.2
"2447","scrn03","3. Day Screened",-93,-15,-9,-11.32,-5,6,0,94.5141685523017,99,0
"2448","sf01","""1. In general, would you say your health is""",1,2,3,3.038,4,5,19,1.13812553011026,4,1.3
"2449","sf02","""2. Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf""",1,2,3,2.621,3,3,20,0.435701876302988,2,1.4
"2450","sf03","3. Climbing several flights of stairs",1,2,3,2.54,3,3,18,0.492884718483177,2,1.2
"2451","sf04","4. Accomplished less than you would like",0,0,0,0.3692,1,1,19,0.233049965301874,1,1.3
"2452","sf05","5. Were limited in the kind of work or other activities",0,0,0,0.3525,1,1,19,0.228411982419616,1,1.3
"2453","sf06","6. Accomplished less than you would like",0,0,1,0.5458,1,1,18,0.248077165552894,1,1.2
"2454","sf07","7. Didn't do work or other activities as carefully as usual",0,0,0,0.4764,1,1,20,0.249615859779168,1,1.4
"2455","sf08","8. During the past 4 weeks how much did pain interfere with your normal work (including both work outside the home and housework)?",1,1,1,1.864,3,5,19,1.39676439972242,4,1.3
"2456","sf09","9. Have you felt calm and peaceful?",1,2,4,3.362,4,6,19,1.93951827434652,5,1.3
"2457","sf10","10. Did you have a lot of energy?",1,3,4,3.687,5,6,18,1.94722082927078,5,1.2
"2458","sf11","11. Have you felt downhearted and blue?",1,3,4,4.225,5,6,18,1.85687095088266,5,1.2
"2459","sf12","""12. During the past 4 weeks how much of the time has your physical health or emotional problems interfered with your social activities (like visiting with friends, relatives, etc.)?""",1,2,3,3.421,5,5,21,1.70709163854902,4,1.4
"2460","physical","SF-12 Physical Health Summary",13,42,51,48.21,56,68,26,103.623796912973,55,1.8
"2461","mental","SF-12 Mental Health Summary",8,32,40,40.93,51,67,26,136.158828899588,59,1.8
"2462","b1_sfphy","Phase 1 Baseline SF-12 Physical Health",13.43,41.53,51.09,48.21,55.91,68.07,26,103.366102837378,54.63835,1.8
"2463","b1_sfmtl","Phase 1 Baseline SF-12 Mental Health",7.637,31.79,40.32,40.92,50.87,67.37,26,135.805669928075,59.73463,1.8
"2464","surfqa","A. Earned income (competitive employment)",0,0,0,0.1707,0,3,19,0.187502891510525,3,1.3
"2466","surfqb","""B. Vocational program (Comprehensive Employment And Training Act [CETA], vocational rehabilitation Sheltered workshop, Goodwill, compensated work Training, incentive therapy)""",0,0,0,0.05,0,3,20,0.0808895066018068,3,1.4
"2468","surfqc","C. Social Security Retirement Benefits (SSA)",0,0,0,0.05629,0,3,21,0.107399571445555,3,1.4
"2470","surfqd","D. Social Security Disability Income (SSDI)",0,0,0,0.3901,1,3,22,0.33412649789054,3,1.5
"2472","surfqe","E. Supplemental Security Income (SSI)",0,0,0,0.3818,1,3,22,0.382326125650042,3,1.5
"2474","surfqf","F. VA Compensation (service connected)",0,0,0,0.0916,0,3,19,0.120769720101781,3,1.3
"2476","surfqg","G. VA Pension (non- service connected)",0,0,0,0.03886,0,3,19,0.0707109260544375,3,1.3
"2478","surfqh","""H. Other social welfare benefits ¿ state or county (general welfare, Aid to Families with Dependent Children [AFDC])""",0,0,0,0.05829,0,3,19,0.0965995836224844,3,1.3
"2480","surfqi","Unemployment compensation",0,0,0,0.01667,0,3,20,0.0372480889506602,3,1.4
"2482","surfqj","""J. Retirement, investment or savings income""",0,0,0,0.03547,0,3,22,0.0592840903481697,3,1.5
"2484","surfqk","""K. Rent supplements (including HUD, Section 8 Certificates, living programs receiving public Support)""",0,0,0,0.1514,0,3,20,0.261985560960544,3,1.4
"2486","surfql","L. Food stamps",0,0,0,0.2049,0,3,20,0.217210543587368,3,1.4
"2488","surfqm","M. How much money did you receive during the past month from all of these sources?",0,200,619,710.3,916.5,6667,18,467818.255064916,6667,1.2
"2489","surfqn","N. Would you say that the amount of money you received during the past month was more than or less than usual?",1,2,2,4.172,2,98,25,201.070073233906,97,1.7
"2490","dworked","How many days in the past month have you actually worked for pay?",0,0,0,2.354,0,30,25,34.7448845606209,30,1.7
"2491","hworked","About how many hours a week did you usually work?",0,0,0,4.339,0,72,33,125.378569582221,72,2.3
"2492","earnweek","""About how much did you earn per week? (round to dollars, no cents)""",0,0,0,38.04,0,4000,47,25573.1992064781,4000,3.2
"2493","surfq2","""IB. In addition to the above earnings, during the past month, have you done any casual employment or day jobs, such as yard work or babysitting over a few days for which you got paid?""",0,0,0,0.06185,0,1,21,0.0580636182018691,1,1.4
"2495","surfq3","""During the past month, have you done any kind of volunteer work (such as working at a hospital or a school)?""",0,0,0,0.0688,0,1,21,0.0641091934303783,1,1.4
"2498","surfq4a","""In the past month, did your wages include: Health benefits""",0,2,2,1.652,2,2,22,0.540327989756127,2,1.5
"2499","surfq4b","""In the past month, did your wages include: Retirement benefits (including Social Security)""",0,2,2,1.648,2,2,23,0.548625366604443,2,1.6
"2500","surfq4c","""In the past month, did your wages include: Paid Sick Leave""",0,2,2,1.642,2,2,23,0.564169588840881,2,1.6
"2501","surfq4d","""In the past month, did your wages include: Other fringe benefits""",0,2,2,1.636,2,2,23,0.578448989402636,2,1.6
"2502","surfq4e","""If you did not work in the past month, were you looking for work?""",0,0,0,0.4662,1,2,23,0.611151171874243,2,1.6
"2503","arrest","""If you had any contacts with the police in the past month, how many resulted in your being picked up or arrested for any criminal activity in the past month?""",0,0,0,0.01949,0,2,23,0.0219041914542639,2,1.6
"2504","police","""How many times in the past month have you had contact with police other than arrests (e.g., loitering)?""",0,0,0,0.06263,0,15,23,0.253734858485354,15,1.6
"2505","court","How many times in the past month did you go to court? (Include only court appearances for offenses listed above).",0,0,0,0.02018,0,2,23,0.0239657054021939,2,1.6
"2506","nitejail","How many nights in the past month did you spend in jail?",0,0,0,0.09116,0,30,23,1.36006807745167,30,1.6
"2507","parole","Are you currently on probation or parole?",0,0,0,0.06815,0,1,22,0.0635499509776878,1,1.5
"2510","income","""During the past YEAR approximately how much income before taxes and deductions was received by all family members who live with you, excluding yourself. Please include money from all sources.""",0,1,1,1.754,2,5,133,1.12964749983235,5,9.1
"2511","support","During the past month how much money did family members provide you for your support?",0,0,0,75.61,0,5000,93,95060.8337919223,5000,6.4
"2512","priv1a","Which of the following types of health insurance coverage do you have? Private Insurance",0,0,0,0.09116,0,1,23,0.0829093030784112,1,1.6
"2517","public1b","Which of the following types of health insurance coverage do you have? Public Insurance",0,0,1,0.5369,1,1,24,0.248811060534004,1,1.6
"2522","medcaid","Which of the following types of health insurance coverage do you have? Medicaid",0,0,0,0.4696,1,1,29,0.249250120948234,1,2
"2538","insur2gd","Unknown",0,0,1,0.5473,1,1,22,0.247936271962044,1,1.5
"2539","vital_sysbp","Blood Pressure (sitting for 3 minutes)mmHg (systolic)",82,112,122,124.6,134,190,1,260.455149486043,108,0.1
"2540","vital_diabp","Blood Pressure (sitting for 3 minutes)mmHg (diastolic)",50,70,80,78.87,86,120,1,118.077320561747,70,0.1
"2541","bmi","body mass index of subject",16.5,24.68,28.69,29.8,33.61,60.98,14,49.4482726134212,44.483797,1
"2542","waist","5. Waist",25.5,35,38.5,39.4,43.5,75,23,42.1773376998273,49.5,1.6
"2543","hips","6. Hips",25,38.5,42,42.54,46,64.44,25,32.2862054298058,39.44,1.7
"2544","wh_ratio","7. Waist/Hip Ratio",0.67,0.87,0.93,0.9257,0.97,1.39,26,0.00665433807219933,0.72,1.8
"2545","b1_wt","Phase 1/1A Baseline Weight",101,163,189,195.7,222,413,6,2219.23208350413,312,0.4
"2548","bmi_cat","Body Mass Index Categorized",1,2,3,3.435,4,6,14,1.59680923870647,5,1
"2549","heart_rate","heart rate",45,70,78,78.16,86,132,2,162.390147182186,87,0.1
"2550","height_std","Height - Standard Unit",48,65,68,68.02,71,80,9,15.0961239573184,32,0.6
"2551","weight_std","Weight - Standard Unit",101,163,189,195.7,222,413,6,2219.23208350413,312,0.4
"2553","Olanzapine",NA,0,0,0,0.2301,0,1,0,0.177295389035462,1,0
"2554","Quetiapine",NA,0,0,0,0.2308,0,1,0,0.177664848319829,1,0
